,BAVN_COMPANY_ID,MBE_COMPANY_NAME,FIRST_BAVN_NAME,SECOND_BAVN_NAME,BAVN_DBA
1700,99977,Avenida Productions LLC,"AVENIDA PRODUCTIONS, LLC",,PRODUCTIONS PRODUCTIONS
1701,99979,"Air & Lube Systems, Inc.",AIR & LUBE SYSTEMS INC,,
1702,99991,Blossomy Solutions,TAKAKO PROFIT,,BLOSSOMY SOLUTIONS
1703,100001,Clockwork Media,"CLOCKWORK MEDIA, LLC",,
1704,100006,Nor-Cal Pump and Well Drilling,,,
1705,100017,Between the Lines Translations,DAVID PEREZ,,BETWEEN THE LINES TRANSLATIONS
1706,100061,Geode Environmental,,,
1707,100072,Trucking Plus Inc,,,
1708,100101,Morris Trucking ,,,
1709,100129,"Express Energy Services,Inc.",EXPRESS ENERGY SERVICES INC,,
1710,100164,C-Energy Inc.,,,
1711,100239,Reliance Safety Consultants,,,
1712,100269,ALMEGA ANALYTIX LLC,ALMEGA ANALYTIX LLC,,
1713,100289,"Nuno Iron & Mfg, Inc. ","NUNO IRON & MFG., INC.",,
1714,100324,Accurate Construction Company Inc,ACCURATE CONSTRUCTION COMPANY INC,,
1715,100335,"Central Coast Traffic Safety, Inc",,,
1716,100344,Architectural Unlimited Building Company ,ARCHITECTURAL UNLIMITED BUILDING COMPANY,,
1717,100371,Apex Global Solutions Inc.,,,
1718,100460,Willie Graham Portable Welding Services ,,,
1719,100472,4HIRE HR SOLUTIONS LLC,HR SOLUTIONS LLC,,
1720,100516,EUNOIA PACIFIC INC,,,
1721,100552,"Bargas Environmental Consulting, LLC",,,
1722,100557,Equinox Consulting Partners,,,
1723,100592,2Tigers LLC,2TIGERS LLC,,
1724,100633,SO CAL COMPTON PIPE SUPPLY,,,
1725,100672,Robertson Planning,ROBERTSON PLANNING LLC,,
1726,100691,Jay Transportation,FRANCISCO A MARTINEZ,,JAY TRANSPORTATION
1727,100767,"Telecommunication Solutions Group, Inc",,,
1728,100785,Magellan Solutions USA Inc,,,
1729,100795,Ziksana Consulting,,,
1730,100799,Charles In Charge,CHARLES IN CHARGE LLC,,
1731,100801,"ROW Traffic Safety, Inc.",,,
1732,100856,FMS HS,,,
1733,100870,Asia General Contractors,ASIA GENERAL CONTRACTORS INC,,
1734,100893,"Cal-Dorado, Inc",,,
1735,100903,SupplierGATEWAY,,,
1736,100904,"J.T. Dillard, LLC dba ZayMat Distributors",,,
1737,100925,Greenworld Maintenance,GREENWORLD MAINTENANCE INC,,
1738,100931,Southeast Airport services inc.,,,
1739,100949,BALDY'S RESTAURANT GROUP LLC,,,
1740,100973,Bayside Engineering Construction Inc,,,
1741,101075,Priceless Moments,LATANZA PRICE,,PRICELESS MOMENTS
1742,101134,JLE PAINTING,JLE PAINTING,,
1743,101145,Marketing 4 Real Results,NIA SHERREMA PEARSON,,MARKETING 4 REAL RESULTS
1744,101182,RSC Corp.,,,
1745,101197,Yao Engineering,"YAO ENGINEERING, INC",,
1746,101198,"ICR Service, Inc.",,,
1747,101216,Ibrahim & Associates LLC,IBRAHIM & ASSOCIATES LLC,,
1748,101239,Aztecs Telecom Inc ,AZTECS TELECOM INC,,
1749,101343,District 8 Media,DISTRICT 8 MEDIA LLC,,
1750,101345, The Nelson Company LLC ,"THE NELSON COMPANY, LLC",,
1751,101392,Cereus Bloom Life Coaching,CELINA STAR ESTRADA,,CEREUS BLOOM LIFE COACHING
1752,101396,FinCite Group LLC,INCITE GROUP LLC,,
1753,101400,"Laboratory Data Consultants, Inc.",DATA DATA DATA DATA INC,,
1754,101404,BrianAnsari and Associates Inc,,,
1755,101408,SusGrow Consulting Group ,ROGELIO DOUGLAS,,SUSGROW CONSULTING GROUP
1756,101450,InVision Architecture,"VICTOR JAY NAHMIAS, ARCHITECT, INC",,ENVISION ARCHITECTURE
1757,101461,Guillen Trucking Inc,,,
1758,101484,Emery Power LLC,,,
1759,101487,URM Technologies (United Records Management),,,
1760,101519,Loera Trucking,LOERA TRUCKING,,
1761,101524,Voice Technology Solutions LLC,,,
1762,101545,Vizcarra Trucking,,,
1763,101561,purple impact strategies,THOMAS CONRAD,,PURPLE IMPACT STRATEGIES
1764,101621,"Wizard Consulting, LLC",WIZARD CONSULTING LLC,,
1765,101642,Vital Telecom,VITAL TELECOM,,
1766,101650,California Materials Testing Company,,,
1767,101757,"KARAN AND ASSOCIATES, INC.",KARAN AND ASSOCIATES INC,,
1768,101799,"Epiphany Counseling, Consulting & Treatment Services, PC..","EPIPHANY COUNSELING, CONSULTING & TREATMENT SERVICES",,
1769,101800,CM Simple,,,
1770,101832,New Horizons Home LLC,,,
1771,101874,GDM INC,,,
1772,101878,JB Software Consultant,MANNIX HEATH,,JB SOFTWARE CONSULTANT
1773,101904,CTY Housing,CTY HOUSING INC,,
1774,101920,Next Level HVAC Energy Management Systems,NEXT LEVEL HVAC ENERGY MANAGEMENT SYSTEMS,,
1775,101956,"LME Law, PC","LME LAW, PC",,
1776,101958,Reliable Monitoring Services,RELIABLE MONITORING SERVICES,,
1777,101978,Jabez Security,JABEZ SECURITY,,
1778,102000,"MVMNT PRODUCTIONS, LLC","MVMNT PRODUCTIONS, LLC",,PRODUCTIONS PRODUCTIONS
1779,102066,"TJM Trucking, LLC","TJM TRUCKING, LLC",,
1780,102084,"TransAmerica Training Management, Inc.","TRANSAMERICA TRAINING MANAGEMENT, INC.",,
1781,102153,"Mastered In Pieces, LLC",,,
1782,102180,HW Maintenance,HW MAINTENANCE LLC,,MAINTENANCE
1783,102188,"A Nu Solution Consulting Firm, LLC",A NU SOLUTION CONSULTING FIRM,,
1784,102198,Brice Builders,BRICE BUILDERS,,BRICE BUILDERS
1785,102217,"Netsales & Arts, Inc.",,,
1786,102260,"Health Care Plus Insurance Services, Inc",,,
1787,102262,LD Supply,,,
1788,102266,PIGNX dba BIO-REPELLENT SCIENTIFIC INDUSTRIES,,,
1789,102385,Blue Diamond International,"DIAMOND INTERNATIONAL, LLC",,DIAMOND INTERNATIONAL
1790,102404,Visual Facts,,,
1791,102455,Seng Seng Metal Corporation,SENG SENG METAL CORPORATION,,
1792,102457,"Signature Audio Electronics, inc",ALLAN DIDIER CIFUENTES,,SIGNATURE AUDIO ELECTRONICS
1793,102485,R. L. Hayes Construction Co.,,,
1794,102509,Macadi Cleaning Corporation,,,
1795,102529,Apex Cabling Inc,APEX CABLING INC,,
1796,102549,Sensitive Environmental Inc.,SENSITIVE ENVIRONMENTAL INC.,,
1797,102568,Jorge Chavarin DBA JOChavarin Consulting Group,,,
1798,102599,wHY,,,
1799,102630,Lo Hayes Realty Services,,,
1800,102642,"TRANSPORTERS TRANSPORT LLC, DBA HOFFMAN TRANSPORTATION",,,
1801,102649,"Integrity Gen Eng Contractors, Inc.",,,
1802,102659,"Eastern Capital Technologies, LLC",,,
1803,102686,ENTERPRISE SIGNAL INC. dba KloudGin,,,
1804,102703,BTG Drywall Contractor,,,
1805,102706,Kristian Gabriel Films,GABRIEL/GABRIEL/GABRIEL,,
1806,102717,"STARDUST Spill Products, LLC",,,
1807,102720,Orion Enterprise LLC,,,
1808,102744,"Precision Material Management, LLC",PRECISION MATERIAL MANAGEMENT LLC,,
1809,102807,"CONFIDENTIAL MATTERS, INC.",,,
1810,102900,Veterans Logistics Group,ACCIO ADS LLC,,VETERANS LOGISTICS GROUP
1811,102997,ENI Shipping Inc,,,
1812,103025,Jamison Professional services,JAMISON PROFESSIONAL SERVICES LLC,,PROFESSIONAL SERVICES
1813,103038,Big Cat Consulting Inc,BIG CAT CONSULTING INC,,
1814,103071,Spadaro Enterprises Inc,SPADARO ENTERPRISES INC,,
1815,103078,MindCrux Inc.,MINDCRUX INC.,,
1816,103087,"16th & G Agency, The ROW Company ",,,
1817,103106,"Condor Security of America, Inc.",,,
1818,103133,Multicultural Community Production Association,,,
1819,103169,S H Mechanical Inc.,H P S MECHANICAL INC,,
1820,103174,"Del Mar Motors, Inc.",,,
1821,103185,Custalation Finish Carpentry ,,,
1822,103188,JJ AND M CONSTRUCTION CLEAN UP INC,,,
1823,103219,"Sequoia Concepts, Inc. dba Sequoia Financial Services",,,
1824,103253,Richards transportation llc,,,
1825,103264,Axelliant LLC,"AXELLIANT, LLC",,AXELLIANT LLC
1826,103272,GEOinovo Solutions Inc.,GEOINOVO SOLUTIONS INC,,
1827,103273,"La Siesta Spa & Lounge, Inc.",,,
1828,103299,IMPROVATO,,,
1829,103305,JM Integration LLC,,,
1830,103315,"The Act 1 Group, Inc.",THE ACT 1 GROUP INC,,
1831,103420,Joy Langford&Associates,,,
1832,103507,"Ace Alarm, Inc.",ACE ALARM INC,,
1833,103509,"M. R. Majano, Inc. dba Long Beach Acoustics",,,
1834,103537,RMD Holdings LLC ,M D HOLDINGS LLC,,MD HOLDINGS LLC
1835,103548,"VN Tunnel and Underground, Inc.","VN TUNNEL AND UNDERGROUND, INC.",,
1836,103567,"H2O Engineering, Inc.",,,
1837,103600,"MTGL, Inc.",MTGL INC,,
1838,103632,VST Engineering Inc.,,,
1839,103643,Atwater Infrastructure Partners LLC,,,
1840,103652,eComply Solutions,,,
1841,103679,TJD Trucking,TJD TRUCKING,,JD TRUCKING
1842,103758,"CM Industrial & Safety Supply, Inc",,,
1843,103763,Six Rivers Geosciences,,,
1844,103788,"Digital Archiving Systems, LLC",DIGITAL ARCHIVING SYSTEMS LLC,,
1845,103793,"Marketing Si, Inc.",MARKETING SI INC,,
1846,103869,"Bajada Geosciences, Inc. ",,,
1847,103895,Anbessaw Consultants,,,
1848,103926,Progati LLC,,,
1849,103947,Virtek Company,V W & ASSOCIATES INC,,VIRTEK COMPANY
1850,103959,HERRERA BROS TRUCKING CORP,HERRERA BROS TRUCKING CORP,,
1851,104000,ONPOINT SOLUTIONS,,,
1852,104065,Joshi PMCM Inc,,,
1853,104073,REM Supply Inc,REM SUPPLY INC,,
1854,104087,"Kato Landscape, Inc","KATO LANDSCAPE, INC",,
1855,104106,The Landlord Advocates,,,
1856,104117,"Asher West Contracting, Inc.",,,
1857,104145,Virtus Building Corporation,VIRTUS BUILDING CORPORATION,,
1858,104179,"Elite Transportation Group, Inc.",,,
1859,104185,Mobile Integration Workgroup,,,
1860,104225,My Creative Candle,MY CREATIVE CANDLE,,
1861,104229,PCW 123 COMMUNICATIONS Inc. dba P&B CONSTRUCTION,,,
1862,104244,Milagro Strategy Group,,,
1863,104280,Sutra Research,,,
1864,104289,"American Truck & Trailer Body Co., Inc.",,,
1865,104300,Naomi Iwasaki Consulting Inc,NAOMI IWASAKI CONSULTING INC,,NAOMI IWASAKI CONSULTING
1866,104301,Jupiter Unmanned,JUPITER UNMANNED LLC,,
1867,104393,Mour Group Engineering + Design,,,
1868,104436,Jorge resendiz,,,
1869,104451,"Next Step Design, Inc.",,,
1870,104460,Vicus LLC.,,,
1871,104470,Interior plus Inc,INTERIOR PLUS INC,,
1872,104499,"Upstreamers, LLC",,,
1873,104500,L & L Super 10 Trucking,,,
1874,104534,Proxima Electrical Contractor LLC,PROXIMA ELECTRICAL CONTRACTOR LLC,,
1875,104542,Montano Security,,,
1876,104547,Ambient Studios LLC,"AMBIENT LIGHT STUDIOS, LLC",,
1877,104566,Uniform Service Solutions,,,
1878,104671,L&V Industrial,LV INDUSTRIAL,,
1879,104680,Wadeco Business Center,WADECO BUSINESS CENTER,,WADECO BUSINESS CENTER
1880,104699,Roy Smith Company,SMITH & COMPANY,,
1881,104713,Consolidated Contracting Services,CONSOLIDATED CONTRACTING SERVICES INC,,
1882,104726,RKG Technologies Inc,INC TECHNOLOGIES INC,,
1883,104730,ReEntry Into America ,,,
1884,104734,Elite Glass,,,
1885,104788,Tyler Communications Inc. (TCI),,,
1886,104808,"Combustion Associates, Inc. (CAI)",COMBUSTION ASSOCIATES INC,,
1887,104810,Designed Parts Supply,LORENA BOLANOS,,DESIGNED PARTS SUPPLY
1888,104869,"KPA Constructors, Inc.",KPA CONSTRUCTORS INC.,,
1889,104933,"Advantage Mailing, LLC",,,
1890,104974,California Beacons,,,
1891,104975,GOLDEN BAY FENCE PLUS IRON WORKS,"GOLDEN BAY FENCE PLUS IRON WORKS, INC.",,
1892,104979,"UGS Private Security, Inc",UGS PRIVATE SECURITY INC,,
1893,104996,MissionQuest Inc,,,
1894,105025,RJ's Demolition & Disposal,RJ'S DEMOLITION AND DISPOSAL CORP,,
1895,105057,"Statewide Stripes, Inc.",,,
1896,105101,"Core Engineering Consultants, LLC","CORE ENGINEERING CONSULTANTS, PLLC",,"CORE ENGINEERING CONSULTANTS, LLC"
1897,105104,Horologiii Inc,,,
1898,105151,B & S Construction Inc,B & S CONSTRUCTION INC,,B & R CONSTRUCTION INC
1899,105152,"Irepa International, LLC",,,
1900,105172,DLGRAMOSCS,,,
1901,105240,"Fiberoptiq, LLC",FIBEROPTIQ LLC,,
1902,105246,Pico Building Supply Corp,,,
1903,105265,Fuentes water trucks ,,,
1904,105288,"W.C. Drilling, inc., DBA West Coast Drilling",,,
1905,105304,"PacificServ Engineering, Inc.",,,
1906,105313,LA Truck & Auto dba Napa,,,
1907,105376,Legacy Reinforcing Steel LLC,LEGACY REINFORCING STEEL LLC,,
1908,105389,Queens Notary And Tax Solutions LLC,,,
1909,105413,ZERO1 AGENCY,ZERO1 AGENCY,,
1910,105436,Construction and Demolition Recycling Inc.,CONSTRUCTION AND DEMOLITION RECYCLING INC.,,
1911,105438,J.CARDENAS INC.,,,
1912,105472,V & G Builders,,,
1913,105481,Road Queen Logistics,ROAD QUEEN LOGISTICS,,
1914,105495,"So-Cal Insulation, Inc.",SO-CAL INSULATION INC,,
1915,105527,"Westpacc, Inc.",,,
1916,105533,"Moderna Kitchen Cabinets, LLC","MODERNA KITCHEN CABINETS, LLC",,
1917,105645,COH POWER INC,,,
1918,105649,"Hedge of Protection Security Services, Corporation",,,
1919,105766,Veridian Analytics,,,
1920,105802,Black IPO,,,
1921,105824,B2 Sales Inc,,,
1922,105835,"ICR SERVICE,INC",,,
1923,105853,Kimble & Co.,KIMBLE & CO /C,,
1924,105855,YPR Solutions LLC,,,
1925,105881,GreenCoast Landscapes Inc.,,,
1926,105883,"Surefire Underground Consulting, Inc.",,,
1927,105887,Sevlo Technologies LLC,SEVLO TECHNOLOGIES LLC,,
1928,105893,InkSplash,MARSALLA LYNN CLARK,,INKSPLASH
1929,105925,Whooknows Inc.,,,
1930,105968,RB Electric CO,,,
1931,105981,"Shore Solutions, Inc.",,,
1932,106087,i2i Global Technology Solutions LLC,,,
1933,106141,"MLC Productions, LLC.","MLC PRODUCTIONS, LLC.",,PRODUCTIONS PRODUCTIONS
1934,106199,"AM-COMM, INC.",AM-COMM INC,,
1935,106221,"Quadros and Cuellar, LLP","QUADROS & CUELLAR, LLP",,
1936,106234,Davina Douthard Inc.,"DAVINA DOUTHARD, INC",,
1937,106243,Mariposa Tree Management Inc.,"MARIPOSA TREE MANAGEMENT, INC.",,
1938,106272,"American Power Solutions, INC",AMERICAN POWER SOLUTIONS INC,,
1939,106294,Sustainable Landesign,,,
1940,106388,"So Cal Communications Group, Inc",,,
1941,106408,United Guard Security Inc ,UNITED GUARD SECURITY INC,,
1942,106489,Distribucore Inc.,,,
1943,106512,"Pacific States Insulation & Acoustical Contracting, Inc.",,,
1944,106536,Law Offices of Marlene Leiva,MARLENE LEIVA,,LAW OFFICE OF MARLENE LEIVA
1945,106565,louie and stettler,,,
1946,106605,A PLUS FASTENER INC,,,
1947,106613,Another Chance Trucking LLC,ANOTHER CHANCE TRUCKING LLC,,ANOTHER CHANCE TRUCKING
1948,106618,Better World Group,,,
1949,106619,IRBF TRUCKING LLC,,,
1950,106657,CITY INSIGHT LLC,,,
1951,106672,Grandmaison Construction,GRANDMAISON CONSTRUCTION INC,,
1952,106688,"Pro-Cal Lighting, Inc.","PRO-CAL LIGHTING, INC",,
1953,106716,"Ten Twenty Solutions, Inc.",,,
1954,106722,YOLI TAMU ENTERPRISES,YOLONDA TAMU SNELL,,YOLI TAMU ENTERPRISES
1955,106723,Seismic Structures International,SAIF HUSSAIN,,SEISMIC STRUCTURES INTERNATIONAL
1956,106746,Titan Disposal,TITAN DISPOSAL LLC,,
1957,106779,Louie & Stettler,,,
1958,106785,Boo's Philly LLC,BOOS PHILLY LLC,,
1959,106864,"ISI Inspection Services, Inc.",ISI INPSECTION SERVICES INC,,INSPECTION SERVICES INC
1960,106869,FULLER TRUCKING ,ERIC FULLER,,FULLER TRUCKING
1961,106891,TW Trucking,,,
1962,106898,"People-Centric Pros., Inc.","PEOPLE-CENTRIC PROS., INC.",,
1963,106899,Shawn Harris Trucking,,,
1964,106908,CSM Engineering,,,
1965,106909,"Bridgemore, Inc",,,
1966,106970,"J.F. Duncan Industries, Inc.",J F DUNCAN INDUSTRIES INC,,
1967,106971,GHT Capital LLC,GH CAPITAL LLC,,
1968,106973,ARTEA Counsel,,,
1969,106978,DEVANS Management,DARRYL EVANS,,DEVANS MANAGEMENT
1970,107040,Gammage and Son's Enterprises ,,,
1971,107072,Quantasy & Associates,,,
1972,107106,majuan trucking,,,
1973,107158,Hot Shot Trucking,HOTSHOT TRUCKING LLC,STACY ROY DICKSON SR.,HOT SHOT TRUCKING
1974,107185,Bjv3trucking,BENJAMIN J VANN III,,BJV3 TRUCKING
1975,107273,Caravan Canopy,,,
1976,107310,TransSIGHT LLC,,,
1977,107349,OZZIE'S TRUCKING,OZZIE'S TRUCKING INC,,
1978,107354,ProEnergy Services Group LLC,PROENERGY SERVICES LLC,,
1979,107370,Technosoft Corporation,,,
1980,107380,Joseph Management Inc,JOSEPH MANAGEMENT INC,,
1981,107476,Rascom Group,,,
1982,107485,DC Traffic Control,D C TRAFFIC CONTROL,,D C TRAFFIC CONTROL
1983,107487,"Acento Advertising, Inc","ACENTO ADVERTISING, INC",,
1984,107488,3531 Trucking Inc ,,,
1985,107491,"Linea Secure, LLC",,,
1986,107492,"Telamon Engineering Consultants, Inc",TELAMON ENGINEERING CONSULTANTS INC,,
1987,107525,1540 Productions,BENJAMIN J FANNIN,,PRODUCTIONS PRODUCTIONS
1988,107563,4 Kays Sweeping Inc.,,,
1989,107576,Blue Resonance LLC,BLUE RESONANCE LLC,,
1990,107594,Solved Engineering Inc.,,,
1991,107724,DOCNAK GLOBAL SOLUTIONS,,,
1992,107727,"Mata Construction Serivices, Inc.",MATA CONSTRUCTION SERVICES INC,,
1993,107760,CareOnSite,"CAREONSITE,INC.",,
1994,107768,Radinnova,,,
1995,107822,Vigil Electric Supply Company,,,
1996,107884,So Cal Sign Construction,,,
1997,107912,Amara KQM Products LLC,AMARA KQM PRODUCTS LLC,,
1998,108009,"Prophiceo Consulting, Inc.",,,
1999,108046,breakthrough Innovative Group,MARIA VEGA,,BREAKTHROUGH INNOVATIVE GROUP
2000,108071,iSpace Inc,ISPACE INC,,
2001,108092,Arie Plumbing,"ARIE PLUMBING, INC.",,ARIE PLUMBING
2002,108103,Mighty Madison Protection Inc.,MIGHTY MADISON PROTECTION INC,,
2003,108106,"Riteway Consulting Services, LLC",,,
2004,108156,Amicitia Inc.,,,
2005,108216,"BBD Advantage, Inc",BBD ADVANTAGE INC,,
2006,108241,Terravanta,,,
2007,108263,"ELYON International, Inc. ",,,
2008,108269,"TRYFACTA, INC.","TRYFACTA, INC.",,
2009,108282,Valdes Engineering Company ,,,
2010,108314,Ybanag Realty & Development Corporation,,,
2011,108376,ChargerHelp Inc.,"CHARGERHELP, INC",,
2012,108407,Alex San Andres,,,
2013,108430,Mario's Tree Service,"MARIO'S TREE SERVICE, INC",,
2014,108433,Hollywood Cosmetics,"HOLLYWOOD COSMETICS, LLC",,
2015,108471,FUSION e*CST,,,
2016,108489,Rex Trading and Merchandise,REXFORD C AJALAMBA,,REX TRADING AND MERCHANDISE
2017,108592,GCN SUPPLY LLC,,,
2018,108619,Viridis Consulting,,,
2019,108628,SVG Consulting,SUSAN GARABEDIAN,,SG CONSULTING
2020,108632,SEMNA,,,
2021,108653,Expedited Walk Throughs,ROBERT MURILLO,,EXPEDITED WALK THROUGHS
2022,108658,Integrity Arborist and Ecoscape Inc.,,,
2023,108734,"PC Specialists, Inc dba Technology Integration Group",,,
2024,108738,KNIGHTSBRIDGE INDUSTRIES INC.,KNIGHTSBRIDGE INDUSTRIES INC,,
2025,108757,EV Charging Solutions,EV CHARGING SOLUTIONS,,
2026,108792,"Sailrock Constructors, Inc.",,,
2027,108811,"GAMA Conracting Services, Inc.",GAMA CONTRACTING SERVICES INC,,
2028,108822,FragCity Inc.,"FRAGCITY, INC",,
2029,108887,D'Perla Group,,,
2030,108949,PPE Trade and Support,PPE TRADE AND SUPPORT LLC,,
2031,109004,Down Under Inc,DOWN UNDER INC.,,
2032,109006,"Electrical Service Plus, Inc.",,,
2033,109113,"Stewart Solutions, LLC",,,
2034,109115,Diamond Education Inc.,DIAMOND EDUCATION INC.,,
2035,109122,The Aspire Group,DIANE BURBIE,,THE ASPIRE GROUP
2036,109178,"TransAmerican Power Products, Inc",,,
2037,109186,Orchestrata Inc. ,,,
2038,109187,"United Water Works, Inc.","UNITED WATER WORKS, INC",,
2039,109261,GROWTH DEVELOPMENT MARKETING INC,GROWTH DEVELOPMENT MARKETING INC,,
2040,109314,Conor Consulting LLC,,,
2041,109324,SDManaged,SDMANAGED LLC,,
2042,109325,Helen Cho Worldwide,,,
2043,109338,"Williams, Adley and Company LLP, CA","WILLIAMS, ADLEY & COMPANY-CA, LLP",,
2044,109404,"Triunity, Inc.",,,
2045,109426,Nold's Equipment Inc.,NOLD'S EQUIPMENT INC,,
2046,109438,DLCE,,,
2047,109449,"C&J Technical Solutions and Services, Inc",,,
2048,109470,Geronimo Concrete,GERONIMO CONCRETE INC,,
2049,109472,Cali Real Estate Services,RODOLFO CAMPOS,,CALI REAL ESTATE SERVICES
2050,109477,"G2 Construction, Inc.",G2 CONSTRUCTION INC,,
2051,109492,John Friedman Alice Kimm Architects,"JOHN FRIEDMAN ALICE KIMM ARCHITECTS, INC.",,
2052,109506,Conceptual Design Group,,,
2053,109524,SENGOKU SOLAR LLC,SENGOKU SOLAR,,
2054,109529,Athenian Group,"ATHENIAN GROUP, LLC",,
2055,109554,Ox Distribution Group LLC,,,
2056,109559,Energy Infrastructure Partners,,,
2057,109596,E Story Productions,BENJAMIN J FANNIN,,PRODUCTIONS PRODUCTIONS
2058,109646,BarEl LLC,,,
2059,109647,Rangel Steel Erectors ,RANGEL STEEL INC,,RANGEL STEEL ERECTORS
2060,109685,INNOVA TECHNOLOGIES INC,INC TECHNOLOGIES INC,,
2061,109686,"ONG Pickup and Delivery Services, Inc.",,,
2062,109736,"BITECH CONSTRUCTION CO., INC.","BITECH CONSTRUCTION CO., INC.",,
2063,109762,XD Industries Inc,,,
2064,109766,"Calvada Surveying, Inc.",CALVADA SURVEYING INC,,
2065,109791,JOA Group,,,
2066,109801,Reynaud E Moore & Associates,REYNAUD E MOORE,,REYNAUD E MOORE/ASSOCIATES
2067,109812,FEHOKO CONCRETE INC,FEHOKO CONCRETE INC.,,
2068,109817,"Core Engineering Consultants, PLLC","CORE ENGINEERING CONSULTANTS, PLLC",,"CORE ENGINEERING CONSULTANTS, LLC"
2069,109829,"United Safety Associates, Inc.",UNITED SAFETY ASSOCIATES INC,,
2070,109835,Vicus Planning,,,
2071,109847,ELLE Consultants,ELLE CONSULTANTS,,
2072,109867,"Precision Task Group, Inc.",,,
2073,109897,Chikosolutions,CHIKOSOLUTIONS,,
2074,109937,"Intueor Consulting, Inc.",INTUEOR CONSULTING INC.,,
2075,109945,"Infrastructure Consulting Group, LLC",,,
2076,109978,Gonzales Construction Co,ARMAND GONZALES INC,,GONZALES CONSTRUCTION
2077,109984,Upstreamers,,,
2078,110043,Kimble and Company,,,
2079,110049,The Robert Group,CHRISTINE M ROBERT,,THE ROBERT GROUP
2080,110121,"Modern Times, Inc.","MODERN TIMES , INC.",,MODERN TIMES
2081,110161,StarGazer Enterprise CC,,,
2082,110164,Cahpo Collect,CAHPO COLLECT,,
2083,110189,Coleman Chavez & Associates LLP,COLEMAN CHAVEZ & ASSOCIATES LLP,,
2084,110193,American Traffic Barricade & Safety,"AMERICAN TRAFFIC BARRICADE & SAFETY COMPANY, INC.",,
2085,110204,Noyon Inc,NOYON INC,,
2086,110217,Reliable Fire Protection,,,
2087,110243,"C & C Engineering, Inc","C & C ENGINEERING, INC.",,
2088,110264,Crown Promotions Group,CROWN PROMOTIONS GROUP INC,,
2089,110278,MSS Transit LLC,TRANSIT LLC,,
2090,110337,Joints,FLEX CONNECTION INC,,JOINTS
2091,110341,Platinum Star Public Relations,,,
2092,110349,"Zalco Laboratories, Inc",,,
2093,110360,"Renaissance Search and Consulting, LLC",,,
2094,110370,chee salette architecture office,CHEE/SALETTE ARCHITECTURE OFFICE INCORPORATED,,
