,Unnamed: 0,id_number,fiscal_year,department_name,vendor_name,transaction_date,dollar_amount,authority,btrc,government_activity,fund_group_name,fund_type,fund_name,fund,account_name,account_code,transaction_id,expenditure_type,fiscal_month_number,fiscal_year_month,fiscal_year_quarter,calendar_month_number,calendar_month_year,calendar_month,data_source,authority_name,department_number,vendor_id,zip,payment_method,payment_status,inv_num,inv_date,inv_line,inv_dist_line,po_num,description,detailed_item_description,procurement_organization,supplier_city,supplier_country,site_location,currency,value_of_spend,vendor_num,program,invoice_due_date,invoice_discount_due_date,discount,po_date,po_line_number,buyer_name,bu_name,sales_tax_percent,sales_tax,item_code,item_code_name,unit_price,quantity,receiver_id,settlement_judgment,authority_link
34,2890.0,6782233,2020,WATER AND POWER,COMPUTER SYSTEM TECHNICAL SERVICES LLC,2020-04-17T00:00:00.000,2891.06,21212   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,167823,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,COMPUTER SYSTEM TECHNICAL SERVICES LLC,98.0,57187002,90292,CHECK,PAID,102016,2020-03-31T00:00:00.000,1,1,,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,MARINA DEL REY,USA,LOS ANGELES,USD,,057187002 - COMPUTER SYSTEM TECHNICAL SERVICES LLC,WATER REVENUE FUND,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,59.0,,,,,,,,,,,,,
35,3001.0,6782555,2020,WATER AND POWER,WEI INDUSTRIES,2020-05-05T00:00:00.000,38233.9,02997 020,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,170590,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,WEI INDUSTRIES,98.0,68089007,91010,CHECK,PAID,200016,2020-04-22T00:00:00.000,1,1,66046,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,IRWINDALE,USA,LOS ANGELES,USD,,068089007 - WEI INDUSTRIES,WATER REVENUE FUND,2020-04-23T00:00:00.000,2020-04-23T00:00:00.000,0.0,,,,,,,,,,,,,
36,3629.0,6781908,2020,WATER AND POWER,LOGANS MARKETING,2020-05-14T00:00:00.000,5471.65,02943 020,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,587897,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,LOGANS MARKETING,98.0,23343001,92113,CHECK,PAID,3654,2020-04-13T00:00:00.000,1,1,51398,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,SAN DIEGO,USA,LOS ANGELES,USD,,023343001 - LOGANS MARKETING,POWER REVENUE FUND,2020-04-14T00:00:00.000,2020-04-14T00:00:00.000,0.0,,,,,,,,,,,,,
37,3768.0,6781409,2020,WATER AND POWER,CARBON ACTIVATED CORP,2020-05-13T00:00:00.000,23072.01,00925 010,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,170962,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,CARBON ACTIVATED CORP,98.0,46461000,90220,CHECK,PAID,47766,2020-05-01T00:00:00.000,1,1,72403,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,COMPTON,USA,LOS ANGELES,USD,,046461000 - CARBON ACTIVATED CORP,WATER REVENUE FUND,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,0.0,,,,,,,,,,,,,
38,3769.0,6781408,2020,WATER AND POWER,CARBON ACTIVATED CORP,2020-04-24T00:00:00.000,23072.01,00925 010,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,169502,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,CARBON ACTIVATED CORP,98.0,46461000,90220,CHECK,PAID,47368,2020-03-10T00:00:00.000,1,1,65048,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,COMPTON,USA,LOS ANGELES,USD,,046461000 - CARBON ACTIVATED CORP,WATER REVENUE FUND,2020-03-11T00:00:00.000,2020-03-11T00:00:00.000,0.0,,,,,,,,,,,,,
39,3770.0,6781407,2020,WATER AND POWER,CARBON ACTIVATED CORP,2020-04-24T00:00:00.000,23072.01,00925 010,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,169501,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,CARBON ACTIVATED CORP,98.0,46461000,90220,CHECK,PAID,47476,2020-03-10T00:00:00.000,1,1,66987,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,COMPTON,USA,LOS ANGELES,USD,,046461000 - CARBON ACTIVATED CORP,WATER REVENUE FUND,2020-03-11T00:00:00.000,2020-03-11T00:00:00.000,0.0,,,,,,,,,,,,,
40,4050.0,6781088,2020,WATER AND POWER,AMERICAN UTILITY PRODUCTS,2020-05-11T00:00:00.000,19359.95,21259   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,587070,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,AMERICAN UTILITY PRODUCTS,98.0,43575005,91740,CHECK,PAID,7498,2020-05-01T00:00:00.000,1,1,,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,GLENDORA,USA,LOS ANGELES,USD,,043575005 - AMERICAN UTILITY PRODUCTS,POWER REVENUE FUND,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,0.0,,,,,,,,,,,,,
41,4051.0,6781087,2020,WATER AND POWER,AMERICAN UTILITY PRODUCTS,2020-04-24T00:00:00.000,32278.41,01635 010,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,585589,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,AMERICAN UTILITY PRODUCTS,98.0,43575005,91740,CHECK,PAID,7495,2020-04-16T00:00:00.000,1,1,99652,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,GLENDORA,USA,LOS ANGELES,USD,,043575005 - AMERICAN UTILITY PRODUCTS,POWER REVENUE FUND,2020-04-17T00:00:00.000,2020-04-17T00:00:00.000,0.0,,,,,,,,,,,,,
42,4145.0,6780989,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-23T00:00:00.000,2962.4,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,590514,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2980,2020-06-04T00:00:00.000,1,1,77260,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,POWER REVENUE FUND,2020-06-29T00:00:00.000,2020-06-29T00:00:00.000,60.46,,,,,,,,,,,,,
43,4146.0,6780988,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-10T00:00:00.000,4445.46,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,589978,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2946,2020-05-22T00:00:00.000,1,1,75878,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,POWER REVENUE FUND,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,90.72,,,,,,,,,,,,,
44,4147.0,6780987,2020,WATER AND POWER,US ROCK CORPORATION,2020-05-27T00:00:00.000,4772.51,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,588384,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2896,2020-05-08T00:00:00.000,1,1,53789,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,POWER REVENUE FUND,2020-06-02T00:00:00.000,2020-06-02T00:00:00.000,97.4,,,,,,,,,,,,,
45,4151.0,6780983,2020,WATER AND POWER,US ROCK CORPORATION,2020-05-13T00:00:00.000,4272.32,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,586683,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2848,2020-04-24T00:00:00.000,1,1,70539,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,POWER REVENUE FUND,2020-05-19T00:00:00.000,2020-05-19T00:00:00.000,87.19,,,,,,,,,,,,,
46,4152.0,6780982,2020,WATER AND POWER,US ROCK CORPORATION,2020-04-27T00:00:00.000,781.59,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,584063,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2770,2020-04-08T00:00:00.000,1,1,66990,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,POWER REVENUE FUND,2020-05-03T00:00:00.000,2020-05-03T00:00:00.000,15.95,,,,,,,,,,,,,
47,4645.0,6780382,2020,WATER AND POWER,"TRANSAMERICA TRAINING MANAGEMENT, INC.",2020-06-04T00:00:00.000,9753.9,01980   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,589904,PROFESSIONAL SERVICES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,"TRANSAMERICA TRAINING MANAGEMENT, INC.",98.0,69193002,33126,CHECK,PAID,6420,2020-06-01T00:00:00.000,1,1,73162,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,LADWP,MIAMI,USA,LOS ANGELES,USD,,"069193002 - TRANSAMERICA TRAINING MANAGEMENT, INC.",POWER REVENUE FUND,2020-06-02T00:00:00.000,2020-06-02T00:00:00.000,0.0,,,,,,,,,,,,,
48,5179.0,6779910,2020,WATER AND POWER,"LOTUSUSA, INC.",2020-04-20T00:00:00.000,109498.91,43093   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,584628,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,"LOTUSUSA, INC.",98.0,68446004,91387,CHECK,PAID,4030,2020-04-02T00:00:00.000,1,1,,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,CANYON COUNTRY,USA,LOS ANGELES,USD,,"068446004 - LOTUSUSA, INC.",POWER REVENUE FUND,2020-04-03T00:00:00.000,2020-04-03T00:00:00.000,0.0,,,,,,,,,,,,,
49,5182.0,6779905,2020,WATER AND POWER,"LOTUSUSA, INC.",2020-04-20T00:00:00.000,36635.0,43057   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,168470,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,"LOTUSUSA, INC.",98.0,68446004,91387,CHECK,PAID,4068,2020-04-03T00:00:00.000,1,1,,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,CANYON COUNTRY,USA,LOS ANGELES,USD,,"068446004 - LOTUSUSA, INC.",WATER REVENUE FUND,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,0.0,,,,,,,,,,,,,
50,5479.0,6779425,2020,WATER AND POWER,US ROCK CORPORATION,2020-04-08T00:00:00.000,2247.17,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,166606,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2734,2020-03-20T00:00:00.000,1,1,64035,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-04-14T00:00:00.000,2020-04-14T00:00:00.000,45.86,,,,,,,,,,,,,
51,5925.0,6779439,2020,WATER AND POWER,US ROCK CORPORATION,2020-04-13T00:00:00.000,1487.01,00731A028,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,581931,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2195,2020-03-20T00:00:00.000,1,1,88009,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,POWER REVENUE FUND,2020-04-19T00:00:00.000,2020-04-19T00:00:00.000,45.99,,,,,,,,,,,,,
52,5926.0,6779437,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-30T00:00:00.000,3964.7,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,175803,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,3014,2020-06-12T00:00:00.000,1,1,79046,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-07-07T00:00:00.000,2020-07-07T00:00:00.000,80.91,,,,,,,,,,,,,
53,5927.0,6779436,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-30T00:00:00.000,2861.79,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,175800,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,3023,2020-06-12T00:00:00.000,1,1,79059,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-07-07T00:00:00.000,2020-07-07T00:00:00.000,58.4,,,,,,,,,,,,,
54,5928.0,6779435,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-30T00:00:00.000,2252.06,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,175798,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,3019,2020-06-12T00:00:00.000,1,1,79051,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-07-07T00:00:00.000,2020-07-07T00:00:00.000,45.96,,,,,,,,,,,,,
55,5929.0,6779434,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-10T00:00:00.000,1462.9,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,173950,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2943,2020-05-22T00:00:00.000,1,1,75866,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,29.86,,,,,,,,,,,,,
56,5930.0,6779433,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-10T00:00:00.000,760.87,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,173935,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2949,2020-05-22T00:00:00.000,1,1,75847,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,15.53,,,,,,,,,,,,,
57,5931.0,6779432,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-03T00:00:00.000,775.14,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,173147,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2927,2020-05-15T00:00:00.000,1,1,74861,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-06-09T00:00:00.000,2020-06-09T00:00:00.000,15.82,,,,,,,,,,,,,
58,5932.0,6779431,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-03T00:00:00.000,725.52,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,173143,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2921,2020-05-15T00:00:00.000,1,1,74890,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-06-09T00:00:00.000,2020-06-09T00:00:00.000,14.81,,,,,,,,,,,,,
59,5934.0,6779429,2020,WATER AND POWER,US ROCK CORPORATION,2020-05-19T00:00:00.000,1497.77,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,171235,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2868,2020-05-01T00:00:00.000,1,1,72102,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-05-26T00:00:00.000,2020-05-26T00:00:00.000,30.57,,,,,,,,,,,,,
60,5935.0,6779428,2020,WATER AND POWER,US ROCK CORPORATION,2020-05-19T00:00:00.000,1467.89,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,171191,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2871,2020-05-01T00:00:00.000,1,1,72100,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-05-26T00:00:00.000,2020-05-26T00:00:00.000,29.96,,,,,,,,,,,,,
61,5936.0,6779427,2020,WATER AND POWER,US ROCK CORPORATION,2020-05-13T00:00:00.000,3632.82,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,170922,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2852,2020-04-24T00:00:00.000,1,1,70519,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-05-19T00:00:00.000,2020-05-19T00:00:00.000,74.14,,,,,,,,,,,,,
62,5937.0,6779426,2020,WATER AND POWER,US ROCK CORPORATION,2020-05-06T00:00:00.000,1569.41,01785   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,169589,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2834,2020-04-17T00:00:00.000,1,1,69487,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,WATER REVENUE FUND,2020-05-12T00:00:00.000,2020-05-12T00:00:00.000,32.03,,,,,,,,,,,,,
63,6425.0,6778600,2020,WATER AND POWER,LOGANS MARKETING,2020-05-15T00:00:00.000,16922.35,02943 020,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,587891,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,LOGANS MARKETING,98.0,23343001,92113,CHECK,PAID,3650,2020-03-18T00:00:00.000,1,1,51394,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,SAN DIEGO,USA,LOS ANGELES,USD,,023343001 - LOGANS MARKETING,POWER REVENUE FUND,2020-03-19T00:00:00.000,2020-03-19T00:00:00.000,0.0,,,,,,,,,,,,,
64,6833.0,6778160,2020,WATER AND POWER,CARBON ACTIVATED CORP,2020-06-11T00:00:00.000,23072.01,00925 010,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,174508,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,CARBON ACTIVATED CORP,98.0,46461000,90220,CHECK,PAID,48028,2020-06-05T00:00:00.000,1,1,77590,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,COMPTON,USA,LOS ANGELES,USD,,046461000 - CARBON ACTIVATED CORP,WATER REVENUE FUND,2020-06-06T00:00:00.000,2020-06-06T00:00:00.000,0.0,,,,,,,,,,,,,
65,6834.0,6778159,2020,WATER AND POWER,CARBON ACTIVATED CORP,2020-05-28T00:00:00.000,23072.01,00925 010,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,WATER REVENUE FUND,705,WATER REVENUE FUND,1,172964,MATERIALS AND SUPPLIES,11,2020-11(MAY),2020-04,5,"MAY,2020",MAY,LADWP,CARBON ACTIVATED CORP,98.0,46461000,90220,CHECK,PAID,47803,2020-05-06T00:00:00.000,1,1,75438,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,COMPTON,USA,LOS ANGELES,USD,,046461000 - CARBON ACTIVATED CORP,WATER REVENUE FUND,2020-05-07T00:00:00.000,2020-05-07T00:00:00.000,0.0,,,,,,,,,,,,,
66,7100.0,6777851,2020,WATER AND POWER,AMERICAN UTILITY PRODUCTS,2020-04-09T00:00:00.000,34177.14,01635 010,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,582582,MATERIALS AND SUPPLIES,10,2020-10(APR),2020-04,4,"APRIL,2020",APRIL,LADWP,AMERICAN UTILITY PRODUCTS,98.0,43575005,91740,CHECK,PAID,7489,2020-03-30T00:00:00.000,1,1,99491,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,GLENDORA,USA,LOS ANGELES,USD,,043575005 - AMERICAN UTILITY PRODUCTS,POWER REVENUE FUND,2020-03-31T00:00:00.000,2020-03-31T00:00:00.000,0.0,,,,,,,,,,,,,
67,7549.0,6777745,2020,WATER AND POWER,US ROCK CORPORATION,2020-06-05T00:00:00.000,2798.75,01907   0,,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,POWER REVENUE FUND,704,POWER REVENUE FUND,51,590104,MATERIALS AND SUPPLIES,12,2020-12(JUN),2020-04,6,"JUNE,2020",JUNE,LADWP,US ROCK CORPORATION,98.0,66827000,90305,CHECK,PAID,2472,2019-01-13T00:00:00.000,1,1,97709,MATERIALS AND SUPPLIES,MATERIALS AND SUPPLIES,LADWP,INGLEWOOD,USA,LOS ANGELES,USD,,066827000 - US ROCK CORPORATION,POWER REVENUE FUND,2019-02-12T00:00:00.000,2019-02-12T00:00:00.000,0.0,,,,,,,,,,,,,
